info_id,date,time,lineName,directionCode1,directionCode2,all,station_from,station_to,cse
35,20200108,8:35,A,1,1,1,-,-,異音の確認
36,20200108,8:36,A,1,1,1,-,-,異音の確認
37,20200108,8:38,A,1,1,1,-,-,異音の確認
38,20200108,8:42,A,1,1,1,-,-,異音の確認
39,20200108,8:44,A,1,1,1,-,-,異音の確認
40,20200108,8:45,A,1,1,1,-,-,異音の確認
41,20200108,8:46,A,1,1,1,-,-,異音の確認
42,20200108,8:49,A,1,1,1,-,-,異音の確認
43,20200108,8:50,A,1,1,1,-,-,異音の確認
44,20200108,8:55,A,1,1,1,-,-,異音の確認
45,20200108,9:03,A,1,1,1,-,-,異音の確認
46,20200108,9:06,A,1,1,1,-,-,異音の確認
47,20200108,9:15,A,1,1,1,-,-,異音の確認
48,20200108,9:18,A,1,1,1,-,-,異音の確認
49,20200108,9:19,A,1,1,1,-,-,異音の確認
50,20200108,9:21,A,1,1,1,-,-,異音の確認
51,20200108,9:24,A,1,1,1,-,-,異音の確認
52,20200108,9:29,A,1,1,1,-,-,異音の確認
53,20200108,9:30,A,1,1,1,-,-,異音の確認
54,20200108,9:33,A,1,1,1,-,-,異音の確認
55,20200108,9:34,A,1,1,1,-,-,異音の確認
56,20200108,9:36,A,1,1,1,-,-,異音の確認
57,20200108,9:38,A,1,1,1,-,-,異音の確認
58,20200108,9:39,A,1,1,1,-,-,異音の確認
59,20200108,9:42,A,1,1,1,-,-,異音の確認
60,20200108,9:43,A,1,1,1,-,-,異音の確認
61,20200108,9:45,A,1,1,1,-,-,異音の確認
62,20200108,9:46,A,1,1,1,-,-,異音の確認
63,20200108,9:48,A,1,1,1,-,-,異音の確認
64,20200108,9:50,A,1,1,1,-,-,異音の確認
65,20200108,9:52,A,1,1,1,-,-,異音の確認
66,20200115,9:25,A,1,1,1,-,-,車両点検
67,20200115,9:32,A,1,1,1,-,-,車両点検
68,20200115,9:37,A,1,1,1,-,-,車両点検
69,20200115,9:41,A,1,1,1,-,-,車両点検
70,20200115,9:49,A,1,1,1,-,-,車両点検
71,20200115,9:55,A,1,1,1,-,-,車両点検
72,20200115,9:59,A,1,0,1,-,-,車両点検
73,20200120,8:45,A,1,0,1,-,-,お客さま救護
74,20200120,8:51,A,1,0,1,-,-,お客さま救護
75,20200120,8:59,A,1,0,1,-,-,お客さま救護
76,20200120,9:05,A,1,0,1,-,-,お客さま救護
77,20200120,9:09,A,1,0,1,-,-,お客さま救護
78,20200120,9:16,A,1,0,1,-,-,お客さま救護
79,20200127,13:03,A,1,1,1,-,-,降雪
80,20200127,17:50,A,1,1,1,-,-,降雪
81,20200127,17:57,A,1,1,1,-,-,降雪
82,20200127,18:29,A,1,1,1,-,-,降雪
83,20200127,18:48,A,1,1,1,-,-,降雪
84,20200127,18:51,A,1,1,1,-,-,降雪
85,20200127,19:03,A,1,1,1,-,-,降雪
86,20200127,19:06,A,1,1,1,-,-,降雪
87,20200127,19:10,A,1,1,1,-,-,降雪
88,20200127,19:29,A,1,1,1,-,-,降雪
89,20200127,19:36,A,1,1,1,-,-,降雪
90,20200127,19:37,A,1,1,1,-,-,降雪
91,20200127,20:03,A,1,1,1,-,-,降雪
92,20200127,20:23,A,1,1,1,-,-,降雪
93,20200127,20:36,A,1,1,1,-,-,降雪
94,20200127,20:50,A,1,1,1,-,-,降雪
95,20200127,20:59,A,1,1,1,-,-,降雪
96,20200217,8:06,A,1,1,0,CTnl,vpGT,線路に支障物
97,20200217,8:10,A,1,1,0,CTnl,vpGT,線路に支障物
98,20200217,8:12,A,1,1,0,CTnl,vpGT,線路に支障物
99,20200217,8:16,A,1,1,0,CTnl,vpGT,線路に支障物
100,20200217,8:16,A,1,1,0,daXW,CTnl,線路に支障物
101,20200217,8:19,A,1,1,0,daXW,CTnl,線路に支障物
102,20200217,8:19,A,1,1,0,CTnl,vpGT,線路に支障物
103,20200217,8:21,A,1,1,0,daXW,CTnl,線路に支障物
104,20200217,8:21,A,1,1,0,CTnl,vpGT,線路に支障物
105,20200217,8:27,A,1,1,0,CTnl,vpGT,線路に支障物
106,20200217,8:27,A,1,1,0,daXW,CTnl,線路に支障物
107,20200217,8:31,A,1,1,0,CTnl,vpGT,線路に支障物
108,20200217,8:31,A,1,1,0,daXW,CTnl,線路に支障物
109,20200217,8:37,A,1,1,0,CTnl,vpGT,線路に支障物
110,20200217,8:37,A,1,1,0,daXW,CTnl,線路に支障物
111,20200217,8:40,A,1,1,0,CTnl,vpGT,線路に支障物
112,20200217,8:40,A,1,1,0,daXW,CTnl,線路に支障物
113,20200217,8:41,A,1,1,0,CTnl,vpGT,線路に支障物
114,20200217,8:41,A,1,1,0,daXW,CTnl,線路に支障物
115,20200217,8:48,A,1,1,0,CTnl,vpGT,線路に支障物
116,20200217,8:48,A,1,1,0,daXW,CTnl,線路に支障物
117,20200217,8:49,A,1,1,0,CTnl,vpGT,線路に支障物
118,20200217,8:49,A,1,1,0,daXW,CTnl,線路に支障物
119,20200217,8:50,A,1,1,0,CTnl,vpGT,線路に支障物
120,20200217,8:50,A,1,1,0,daXW,CTnl,線路に支障物
121,20200217,8:57,A,1,1,0,daXW,CTnl,線路に支障物
122,20200217,8:57,A,1,1,0,CTnl,vpGT,線路に支障物
123,20200217,9:00,A,1,1,0,daXW,CTnl,線路に支障物
124,20200217,9:00,A,1,1,0,CTnl,vpGT,線路に支障物
125,20200217,9:02,A,1,1,0,daXW,CTnl,線路に支障物
126,20200217,9:02,A,1,1,0,CTnl,vpGT,線路に支障物
127,20200217,9:04,A,1,1,0,daXW,CTnl,線路に支障物
128,20200217,9:04,A,1,1,0,CTnl,vpGT,線路に支障物
129,20200217,9:09,A,1,1,0,CTnl,vpGT,線路に支障物
130,20200217,9:09,A,1,1,0,daXW,CTnl,線路に支障物
131,20200217,9:15,A,1,1,0,daXW,CTnl,線路に支障物
132,20200217,9:15,A,1,1,0,CTnl,vpGT,線路に支障物
133,20200217,9:18,A,1,1,0,daXW,CTnl,線路に支障物
134,20200217,9:18,A,1,1,0,CTnl,vpGT,線路に支障物
135,20200217,9:25,A,1,1,0,daXW,CTnl,線路に支障物
136,20200217,9:25,A,1,1,0,CTnl,vpGT,線路に支障物
137,20200217,9:27,A,1,1,0,daXW,CTnl,線路に支障物
138,20200217,9:27,A,1,1,0,CTnl,vpGT,線路に支障物
139,20200217,9:40,A,1,1,0,daXW,CTnl,線路に支障物
140,20200217,9:40,A,1,1,0,CTnl,vpGT,線路に支障物
141,20200217,9:51,A,1,1,0,daXW,CTnl,線路に支障物
142,20200217,9:51,A,1,1,0,CTnl,vpGT,線路に支障物
143,20200217,9:57,A,1,1,0,daXW,CTnl,線路に支障物
144,20200217,9:57,A,1,1,0,CTnl,vpGT,線路に支障物
145,20200217,9:59,A,1,1,0,CTnl,vpGT,線路に支障物
146,20200217,9:59,A,1,1,1,-,-,線路に支障物
147,20200304,8:27,A,0,1,1,-,-,荷物挟まり
148,20200304,8:29,A,0,1,1,-,-,荷物挟まり
149,20200304,8:36,A,0,1,1,-,-,荷物挟まり
150,20200304,8:43,A,0,1,1,-,-,荷物挟まり
151,20200306,5:47,A,1,0,1,-,-,変電所点検
152,20200306,6:11,A,1,0,1,-,-,変電所点検
153,20200306,6:24,A,1,0,1,-,-,変電所点検
154,20200306,6:29,A,1,0,1,-,-,変電所点検
155,20200306,6:31,A,1,0,1,-,-,変電所点検
156,20200306,6:41,A,1,1,1,-,-,変電所点検
157,20200306,7:01,A,1,1,1,-,-,変電所点検
158,20200306,7:26,A,1,1,1,-,-,変電所点検
159,20200306,7:30,A,1,1,1,-,-,変電所点検
160,20200306,7:38,A,1,1,1,-,-,変電所点検
161,20200306,7:51,A,1,1,1,-,-,変電所点検
162,20200306,8:05,A,1,1,1,-,-,変電所点検
163,20200306,8:17,A,1,0,1,-,-,変電所点検
164,20200306,8:24,A,1,0,1,-,-,変電所点検
165,20200306,8:29,A,1,0,1,-,-,変電所点検
166,20200306,8:37,A,1,0,1,-,-,変電所点検
167,20200306,8:39,A,1,0,1,-,-,変電所点検
168,20200306,8:42,A,1,0,1,-,-,変電所点検
169,20200306,8:46,A,1,0,1,-,-,変電所点検
170,20200306,9:03,A,1,1,1,-,-,変電所点検
171,20200306,9:20,A,1,1,1,-,-,変電所点検
172,20200306,9:23,A,1,1,1,-,-,変電所点検
173,20200306,9:26,A,1,1,1,-,-,変電所点検
174,20200306,9:35,A,1,1,1,-,-,変電所点検
175,20200306,9:55,A,1,1,1,-,-,変電所点検
176,20200318,7:43,A,1,1,1,-,-,線路に人立入
177,20200318,7:45,A,1,1,1,-,-,線路に人立入
178,20200318,7:52,A,1,1,1,-,-,線路に人立入
179,20200318,8:17,A,1,1,1,-,-,人身事故
180,20200318,8:20,A,1,1,1,-,-,人身事故
181,20200318,8:27,A,1,1,1,-,-,人身事故
182,20200318,8:31,A,1,1,1,-,-,人身事故
183,20200318,8:35,A,1,1,1,-,-,人身事故
184,20200318,8:40,A,1,1,1,-,-,人身事故
185,20200318,8:44,A,1,1,1,-,-,人身事故
186,20200318,8:47,A,1,1,1,-,-,人身事故
187,20200318,8:50,A,1,1,1,-,-,人身事故
188,20200318,8:53,A,1,1,1,-,-,人身事故
189,20200318,8:57,A,1,1,1,-,-,人身事故
190,20200318,9:08,A,1,1,1,-,-,人身事故
191,20200318,9:10,A,1,1,1,-,-,人身事故
192,20200318,9:11,A,1,1,1,-,-,人身事故
193,20200318,9:19,A,1,1,1,-,-,人身事故
194,20200318,9:20,A,1,1,1,-,-,人身事故
195,20200318,9:25,A,1,1,1,-,-,人身事故
196,20200318,9:28,A,1,1,1,-,-,人身事故
197,20200318,9:32,A,1,1,1,-,-,人身事故
198,20200318,9:33,A,1,1,1,-,-,人身事故
199,20200318,9:34,A,1,1,1,-,-,人身事故
200,20200318,9:45,A,1,1,1,-,-,人身事故
201,20200318,9:48,A,1,1,1,-,-,人身事故
202,20200318,9:57,A,1,1,1,-,-,人身事故
203,20200414,8:40,A,1,1,1,-,-,異音の確認
204,20200414,8:47,A,1,1,1,-,-,異音の確認
205,20200414,8:48,A,1,1,1,-,-,異音の確認
206,20200414,9:18,A,1,1,1,-,-,異音の確認
207,20200414,9:20,A,1,1,1,-,-,異音の確認
208,20200414,9:59,A,1,1,1,-,-,異音の確認
209,20200914,8:19,A,1,1,1,-,-,お客さま救護
210,20200914,8:43,A,1,1,1,-,-,お客さま救護
211,20200914,8:54,A,1,1,1,-,-,お客さま救護
212,20200914,8:57,A,1,1,1,-,-,お客さま救護
213,20200914,9:24,A,1,1,1,-,-,お客さま救護
214,20200914,9:28,A,1,1,1,-,-,お客さま救護
215,20200914,9:30,A,1,1,1,-,-,お客さま救護
216,20200914,9:34,A,1,1,1,-,-,お客さま救護
217,20200914,9:36,A,1,1,1,-,-,お客さま救護
218,20200914,9:41,A,1,1,1,-,-,お客さま救護
219,20201016,19:37,A,1,1,1,-,-,異音の確認
220,20201016,20:09,A,1,1,1,-,-,異音の確認
221,20201016,20:21,A,1,1,1,-,-,異音の確認
222,20201016,20:36,A,1,1,1,-,-,異音の確認
223,20201016,20:46,A,1,1,1,-,-,異音の確認
224,20201016,20:52,A,1,0,1,-,-,異音の確認
225,20201016,20:59,A,1,0,1,-,-,異音の確認
226,20191206,20:51,D,1,1,1,-,-,お客さま救護
227,20191206,20:56,D,1,1,1,-,-,お客さま救護
228,20191220,8:16,D,1,1,1,-,-,車内トラブル
229,20191220,8:25,D,1,1,1,-,-,車内トラブル
230,20191220,8:27,D,1,1,1,-,-,車内トラブル
231,20191220,8:34,D,1,1,1,-,-,車内トラブル
232,20191220,8:37,D,1,1,1,-,-,車内トラブル
233,20191220,8:50,D,1,1,1,-,-,車内トラブル
234,20191220,9:03,D,1,1,1,-,-,車内トラブル
235,20191220,9:25,D,1,1,1,-,-,車内トラブル
236,20191220,9:28,D,1,1,1,-,-,車内トラブル
237,20191220,9:35,D,1,1,1,-,-,車内トラブル
238,20191220,9:47,D,1,1,1,-,-,車内トラブル
239,20200108,8:14,D,1,1,1,-,-,車両点検
240,20200108,8:15,D,1,1,1,-,-,車両点検
241,20200108,8:16,D,1,1,1,-,-,車両点検
242,20200108,8:19,D,1,1,1,-,-,車両点検
243,20200108,8:21,D,1,1,1,-,-,車両点検
244,20200108,8:23,D,1,1,1,-,-,車両点検
245,20200108,8:24,D,1,1,1,-,-,車両点検
246,20200108,8:25,D,1,1,1,-,-,車両点検
247,20200108,8:26,D,1,1,1,-,-,車両点検
248,20200108,8:30,D,1,1,1,-,-,車両点検
249,20200108,8:32,D,1,1,1,-,-,車両点検
250,20200108,8:34,D,1,1,1,-,-,車両点検
251,20200108,8:35,D,1,1,1,-,-,車両点検
252,20200108,8:36,D,1,1,1,-,-,車両点検
253,20200108,8:38,D,1,1,1,-,-,車両点検
254,20200108,8:42,D,1,1,1,-,-,車両点検
255,20200108,8:44,D,1,1,1,-,-,車両点検
256,20200108,8:45,D,1,1,1,-,-,車両点検
257,20200108,8:46,D,1,1,1,-,-,車両点検
258,20200108,8:49,D,1,1,1,-,-,車両点検
259,20200108,8:50,D,1,1,1,-,-,車両点検
260,20200108,8:55,D,1,1,1,-,-,車両点検
261,20200108,9:03,D,1,1,1,-,-,車両点検
262,20200108,9:06,D,1,1,1,-,-,車両点検
263,20200108,9:15,D,1,1,1,-,-,車両点検
264,20200108,9:18,D,1,1,1,-,-,車両点検
265,20200108,9:19,D,1,1,1,-,-,車両点検
266,20200108,9:21,D,1,1,1,-,-,車両点検
267,20200108,9:24,D,1,1,1,-,-,車両点検
268,20200108,9:29,D,1,1,1,-,-,車両点検
269,20200108,9:30,D,1,1,1,-,-,車両点検
270,20200108,9:33,D,1,1,1,-,-,車両点検
271,20200108,9:34,D,1,1,1,-,-,車両点検
272,20200108,9:36,D,1,1,1,-,-,車両点検
273,20200108,9:38,D,1,1,1,-,-,車両点検
274,20200108,9:39,D,1,1,1,-,-,車両点検
275,20200108,9:42,D,1,1,1,-,-,車両点検
276,20200108,9:43,D,1,1,1,-,-,車両点検
277,20200108,9:45,D,1,1,1,-,-,車両点検
278,20200108,9:46,D,1,1,1,-,-,車両点検
279,20200108,9:48,D,1,1,1,-,-,車両点検
280,20200108,9:50,D,1,1,1,-,-,車両点検
281,20200108,9:52,D,1,1,1,-,-,車両点検
282,20200115,18:58,D,0,1,1,-,-,荷物挟まり
283,20200115,19:44,D,0,1,1,-,-,荷物挟まり
284,20200123,7:39,D,1,0,1,-,-,荷物挟まり
285,20200123,7:44,D,1,0,1,-,-,荷物挟まり
286,20200123,7:51,D,1,0,1,-,-,荷物挟まり
287,20200123,7:51,D,1,1,1,-,-,混雑
288,20200123,7:54,D,1,0,1,-,-,荷物挟まり
289,20200123,7:54,D,1,1,1,-,-,混雑
290,20200123,8:00,D,1,0,1,-,-,荷物挟まり
291,20200123,8:00,D,1,1,1,-,-,混雑
292,20200123,8:04,D,1,1,1,-,-,混雑
293,20200123,8:04,D,1,1,1,-,-,荷物挟まり
294,20200123,8:06,D,1,1,1,-,-,混雑
295,20200123,8:06,D,1,1,1,-,-,荷物挟まり
296,20200123,8:07,D,1,1,1,-,-,混雑
297,20200123,8:07,D,1,1,1,-,-,荷物挟まり
298,20200123,8:11,D,1,1,1,-,-,混雑
299,20200123,8:11,D,1,1,1,-,-,荷物挟まり
300,20200123,8:14,D,1,1,1,-,-,混雑
301,20200123,8:14,D,1,1,1,-,-,荷物挟まり
302,20200123,8:26,D,1,1,1,-,-,混雑
303,20200123,8:26,D,1,1,1,-,-,荷物挟まり
304,20200123,8:29,D,1,1,1,-,-,混雑
305,20200123,8:29,D,1,1,1,-,-,荷物挟まり
306,20200123,8:36,D,1,1,1,-,-,混雑
307,20200123,8:36,D,1,1,1,-,-,荷物挟まり
308,20200123,8:40,D,1,1,1,-,-,混雑
309,20200123,8:40,D,1,1,1,-,-,荷物挟まり
310,20200123,8:42,D,1,1,1,-,-,混雑
311,20200123,8:42,D,1,1,1,-,-,荷物挟まり
312,20200123,8:43,D,1,1,1,-,-,混雑
313,20200123,8:43,D,1,1,1,-,-,荷物挟まり
314,20200123,8:50,D,1,1,1,-,-,荷物挟まり
315,20200123,8:50,D,1,1,1,-,-,混雑
316,20200123,8:51,D,1,1,1,-,-,荷物挟まり
317,20200123,8:51,D,1,1,1,-,-,混雑
318,20200123,8:53,D,1,1,1,-,-,混雑
319,20200123,8:53,D,1,1,1,-,-,荷物挟まり
320,20200123,8:57,D,1,1,1,-,-,荷物挟まり
321,20200123,8:58,D,1,1,1,-,-,荷物挟まり
322,20200123,8:59,D,1,1,1,-,-,荷物挟まり
323,20200123,9:00,D,1,1,1,-,-,荷物挟まり
324,20200123,9:03,D,1,1,1,-,-,荷物挟まり
325,20200123,9:05,D,1,1,1,-,-,荷物挟まり
326,20200123,9:06,D,1,1,1,-,-,荷物挟まり
327,20200123,9:12,D,1,1,1,-,-,荷物挟まり
328,20200123,9:15,D,1,1,1,-,-,荷物挟まり
329,20200123,9:24,D,1,1,1,-,-,荷物挟まり
330,20200123,9:28,D,1,1,1,-,-,荷物挟まり
331,20200123,9:31,D,1,1,1,-,-,荷物挟まり
332,20200123,9:37,D,1,1,1,-,-,荷物挟まり
333,20200123,9:45,D,1,1,1,-,-,荷物挟まり
334,20200123,9:55,D,1,1,1,-,-,荷物挟まり
335,20200123,20:05,D,0,1,1,-,-,車両点検
336,20200123,20:16,D,0,1,1,-,-,車両点検
337,20200123,20:28,D,0,1,1,-,-,車両点検
338,20200123,20:29,D,0,1,1,-,-,車両点検
339,20200127,13:03,D,1,1,1,-,-,降雪
340,20200127,17:50,D,1,1,1,-,-,降雪
341,20200127,17:57,D,1,1,1,-,-,降雪
342,20200127,18:29,D,1,1,1,-,-,降雪
343,20200127,18:48,D,1,1,1,-,-,降雪
344,20200127,18:51,D,1,1,1,-,-,降雪
345,20200127,19:03,D,1,1,1,-,-,降雪
346,20200127,19:06,D,1,1,1,-,-,降雪
347,20200127,19:10,D,1,1,1,-,-,降雪
348,20200127,19:29,D,1,1,1,-,-,降雪
349,20200127,19:36,D,1,1,1,-,-,降雪
350,20200127,19:37,D,1,1,1,-,-,降雪
351,20200127,20:03,D,1,1,1,-,-,降雪
352,20200127,20:23,D,1,1,1,-,-,降雪
353,20200127,20:36,D,1,1,1,-,-,降雪
354,20200127,20:50,D,1,1,1,-,-,降雪
355,20200127,20:59,D,1,1,1,-,-,降雪
356,20200129,8:33,D,1,1,1,-,-,お客さま救護
357,20200129,8:36,D,1,1,1,-,-,お客さま救護
358,20200129,8:40,D,1,1,1,-,-,お客さま救護
359,20200129,8:50,D,1,1,1,-,-,お客さま救護
360,20200129,8:54,D,1,1,1,-,-,お客さま救護
361,20200129,8:56,D,1,1,1,-,-,お客さま救護
362,20200129,8:57,D,1,1,1,-,-,お客さま救護
363,20200129,9:03,D,1,1,1,-,-,お客さま救護
364,20200129,9:06,D,1,1,1,-,-,お客さま救護
365,20200129,9:18,D,1,1,1,-,-,お客さま救護
366,20200129,9:20,D,1,1,1,-,-,お客さま救護
367,20200129,9:28,D,1,1,1,-,-,お客さま救護
368,20200129,9:41,D,1,1,1,-,-,お客さま救護
369,20200129,9:54,D,1,1,1,-,-,お客さま救護
370,20200129,9:59,D,1,1,1,-,-,お客さま救護
371,20200217,6:48,D,1,1,1,-,-,人身事故
372,20200217,6:51,D,1,1,1,-,-,人身事故
373,20200217,6:54,D,1,1,1,-,-,人身事故
374,20200217,6:59,D,1,1,1,-,-,人身事故
375,20200217,7:02,D,1,1,1,-,-,人身事故
376,20200217,7:10,D,1,1,1,-,-,人身事故
377,20200217,7:22,D,1,1,1,-,-,人身事故
378,20200217,7:30,D,1,1,1,-,-,人身事故
379,20200217,7:33,D,1,1,1,-,-,人身事故
380,20200217,7:44,D,1,1,1,-,-,人身事故
381,20200217,7:50,D,1,1,1,-,-,人身事故
382,20200217,8:06,D,1,1,1,-,-,人身事故
383,20200217,8:10,D,1,1,1,-,-,人身事故
384,20200217,8:12,D,1,1,1,-,-,人身事故
385,20200217,8:16,D,1,1,1,-,-,人身事故
386,20200217,8:19,D,1,1,1,-,-,人身事故
387,20200217,8:19,D,1,1,1,-,-,混雑
388,20200217,8:21,D,1,1,1,-,-,人身事故
389,20200217,8:21,D,1,1,1,-,-,混雑
390,20200217,8:27,D,1,1,1,-,-,人身事故
391,20200217,8:27,D,1,1,1,-,-,混雑
392,20200217,8:31,D,1,1,1,-,-,人身事故
393,20200217,8:31,D,1,1,1,-,-,混雑
394,20200217,8:37,D,1,1,1,-,-,人身事故
395,20200217,8:37,D,1,1,1,-,-,混雑
396,20200217,8:40,D,1,1,1,-,-,人身事故
397,20200217,8:40,D,1,1,1,-,-,混雑
398,20200217,8:41,D,1,1,1,-,-,人身事故
399,20200217,8:48,D,1,1,1,-,-,人身事故
400,20200217,8:49,D,1,1,1,-,-,人身事故
401,20200217,8:50,D,1,1,1,-,-,人身事故
402,20200217,8:57,D,1,1,1,-,-,人身事故
403,20200217,9:00,D,1,1,1,-,-,人身事故
404,20200217,9:02,D,1,1,1,-,-,人身事故
405,20200217,9:04,D,1,1,1,-,-,人身事故
406,20200217,9:09,D,1,1,1,-,-,人身事故
407,20200217,9:15,D,1,1,1,-,-,人身事故
408,20200217,9:18,D,1,1,1,-,-,人身事故
409,20200217,9:25,D,1,1,1,-,-,人身事故
410,20200217,9:27,D,1,1,1,-,-,人身事故
411,20200217,9:40,D,1,1,1,-,-,人身事故
412,20200217,9:51,D,1,1,1,-,-,人身事故
413,20200217,9:57,D,1,1,1,-,-,人身事故
414,20200217,9:59,D,1,1,1,-,-,人身事故
415,20200306,7:01,D,1,0,0,uYlv,yuIQ,変電所点検
416,20200306,7:26,D,1,0,0,uYlv,yuIQ,変電所点検
417,20200306,7:30,D,1,0,0,uYlv,yuIQ,変電所点検
418,20200306,7:38,D,1,0,0,uYlv,yuIQ,変電所点検
419,20200306,7:51,D,1,0,0,uYlv,yuIQ,変電所点検
420,20200306,8:05,D,0,1,0,uYlv,yuIQ,変電所点検
421,20200306,8:17,D,0,1,0,uYlv,yuIQ,変電所点検
422,20200306,8:24,D,0,1,0,uYlv,yuIQ,変電所点検
423,20200306,8:29,D,0,1,0,uYlv,yuIQ,変電所点検
424,20200306,8:37,D,0,1,0,uYlv,yuIQ,変電所点検
425,20200306,8:39,D,0,1,0,uYlv,yuIQ,変電所点検
426,20200306,8:42,D,0,1,0,yuIQ,uYlv,変電所点検
427,20200306,8:46,D,0,1,0,yuIQ,uYlv,変電所点検
428,20200622,8:42,D,1,1,0,yuIQ,BCRD,人身事故
429,20200622,8:44,D,1,1,0,yuIQ,BCRD,人身事故
430,20200622,8:48,D,1,1,0,yuIQ,BCRD,人身事故
431,20200622,8:50,D,1,1,0,yuIQ,BCRD,人身事故
432,20200622,9:12,D,1,1,0,yuIQ,BCRD,人身事故
433,20200622,9:14,D,1,1,0,yuIQ,BCRD,人身事故
434,20200622,9:16,D,1,1,0,yuIQ,BCRD,人身事故
435,20200622,9:20,D,1,1,0,yuIQ,BCRD,人身事故
436,20200622,9:23,D,1,1,0,yuIQ,BCRD,人身事故
437,20200622,9:32,D,1,1,0,yuIQ,BCRD,人身事故
438,20200622,9:35,D,1,1,0,yuIQ,BCRD,人身事故
439,20200622,9:51,D,1,1,0,yuIQ,BCRD,人身事故
440,20201005,8:55,D,0,1,1,-,-,荷物挟まり
441,20201005,9:10,D,0,1,1,-,-,荷物挟まり
442,20201005,9:18,D,0,1,1,-,-,荷物挟まり
443,20201005,9:25,D,0,1,1,-,-,荷物挟まり
444,20201005,9:31,D,0,1,1,-,-,荷物挟まり
445,20201005,9:37,D,0,1,1,-,-,荷物挟まり
446,20201016,20:21,D,0,1,1,-,-,異音の確認
447,20201016,20:36,D,0,1,1,-,-,異音の確認
448,20201016,20:46,D,0,1,1,-,-,異音の確認
449,20201016,20:52,D,0,1,1,-,-,異音の確認
450,20201016,20:59,D,0,1,1,-,-,異音の確認
451,20191213,17:19,C,0,1,1,-,-,車内トラブル
452,20191213,17:31,C,0,1,1,-,-,車内トラブル
453,20191213,17:47,C,0,1,1,-,-,車内トラブル
454,20191216,17:52,C,1,0,1,-,-,お客さま救護
455,20200120,16:46,C,1,1,1,-,-,人身事故
456,20200120,17:14,C,1,1,1,-,-,人身事故
457,20200127,13:03,C,1,1,1,-,-,降雪
458,20200127,17:50,C,1,1,1,-,-,降雪
459,20200127,17:57,C,1,1,1,-,-,降雪
460,20200127,18:29,C,1,1,1,-,-,降雪
461,20200127,18:48,C,1,1,1,-,-,降雪
462,20200127,18:51,C,1,1,1,-,-,降雪
463,20200127,19:03,C,1,1,1,-,-,降雪
464,20200127,19:06,C,1,1,1,-,-,降雪
465,20200127,19:10,C,1,1,1,-,-,降雪
466,20200127,19:29,C,1,1,1,-,-,降雪
467,20200127,19:36,C,1,1,1,-,-,降雪
468,20200127,19:37,C,1,1,1,-,-,降雪
469,20200127,20:03,C,1,1,1,-,-,降雪
470,20200127,20:23,C,1,1,1,-,-,降雪
471,20200127,20:36,C,1,1,1,-,-,降雪
472,20200127,20:50,C,1,1,1,-,-,降雪
473,20200127,20:59,C,1,1,1,-,-,降雪
474,20200129,9:59,C,0,1,1,-,-,車両点検
475,20200326,8:26,C,1,0,1,-,-,ドア点検
476,20200326,8:32,C,1,0,1,-,-,ドア点検
477,20200326,9:07,C,1,0,1,-,-,ドア点検
478,20200326,9:12,C,1,0,1,-,-,ドア点検
479,20200326,9:33,C,1,0,1,-,-,ドア点検
480,20200326,9:36,C,1,0,1,-,-,ドア点検
481,20200629,8:33,C,0,1,1,-,-,人身事故
482,20200629,8:36,C,0,1,1,-,-,人身事故
483,20200629,8:37,C,0,1,1,-,-,人身事故
